,Unnamed: 0,fare_amount,passenger_count,trip_distance_km,pickup_hour,pickup_day_of_week,is_night
80487,31804928,6.9,5,1.07367141158085,10,3,0
198129,48816616,6.5,1,4.927330842084168,22,3,1
152276,32661007,15.0,1,3.853034526600628,7,1,0
197164,45018036,16.1,3,7.214444283216948,23,3,1
24493,29257961,13.3,3,6.475762718884105,1,3,1
67497,28851267,4.1,1,1.1419178899812428,9,3,0
97023,49834331,7.3,1,1.8457323546260334,14,1,0
106823,5670664,8.0,3,1.7654147542097491,17,2,0
160704,28396362,16.9,1,3.087070461243711,22,1,1
168883,54707883,6.1,1,2.014238730620652,3,3,1
32992,29462013,7.3,2,1.601799749907815,20,3,0
82890,54557808,4.0,1,0.7245336696130386,0,0,1
30768,32087390,11.5,6,3.1816817084810696,22,3,1
27093,41883437,6.1,1,1.4965249794445683,6,3,0
128383,29568316,15.0,1,4.095687610311695,14,6,0
47801,36203385,7.0,1,2.0009755687648947,19,1,0
158012,28618296,14.5,5,5.765584764153343,23,4,1
100926,10669564,6.0,1,0.5950480466059773,11,5,0
27581,47252471,15.0,1,4.463235688368354,3,6,1
79,45550385,4.9,1,0.9043265972847649,19,2,0
63161,7286128,11.0,1,2.0064600678204183,15,1,0
24696,39849325,6.1,1,1.570444255109384,2,5,1
174942,1634023,12.0,1,2.8463734155664704,2,6,1
176557,5329633,9.7,1,4.4065488856759645,17,5,0
184298,14531667,12.9,1,5.804353819695159,16,1,0
72344,46716897,37.54,1,9.580484846677251,8,4,0
83554,253544,8.0,1,1.3283842371594692,22,1,1
188489,49087693,7.5,3,2.2947653050274086,1,1,1
124442,35326915,4.1,1,0.4452703058336825,17,1,0
50247,34357787,6.1,2,1.6338172915560925,11,2,0
158917,50618843,8.9,1,4.01896073810733,14,2,0
110026,34765894,5.0,1,0.7688149661012221,22,2,1
180362,15605903,7.0,1,1.5028409554077165,14,1,0
169336,30647130,15.7,1,5.388816922343308,15,3,0
33661,46627525,7.7,1,1.9014154043191929,13,1,0
61471,26573076,5.7,1,1.1305045256642456,0,0,1
106809,27866313,29.5,1,13.78401516939384,23,6,1
72483,43673830,11.0,2,3.78193667632847,10,6,0
133293,6522258,10.1,5,2.631708484705406,1,2,1
129567,14174793,6.0,3,0.9004791969375057,18,1,0
20927,30649139,8.1,4,1.4290992818422559,13,3,0
60109,25185341,10.1,1,2.6579214039988757,8,2,0
65128,7629491,17.5,1,6.629901445218146,3,6,1
168439,39822862,4.9,2,1.1226514195085568,10,4,0
28960,34764664,4.9,1,0.5928803157388578,15,2,0
71523,39394663,20.5,1,11.548696333204356,23,1,1
86519,14336654,8.5,1,1.0851036501702631,16,0,0
77323,45368601,7.3,1,2.318350877471714,18,5,0
191616,11265207,4.1,1,0.6029909404266371,17,5,0
31832,36132791,14.5,2,5.084118779690475,23,1,1
93569,25130339,8.0,1,1.8430295006856903,21,2,0
162524,5843955,7.7,5,2.1269602520204938,9,5,0
125268,21785939,3.3,3,0.5989526712994211,7,1,0
188347,10312067,13.0,1,4.089862962636113,23,4,1
89739,5336720,9.5,1,1.796295910658097,19,3,0
93460,50893554,7.5,1,2.6872602474046894,15,1,0
131888,9505576,6.9,1,1.5664906109122645,16,4,0
178448,37959150,45.0,1,21.043328052607745,20,1,0
184711,4923391,13.5,1,3.769488899115295,17,4,0
182776,13067829,12.5,2,3.505658107571363,15,5,0
154455,25076709,6.5,1,1.2414943210331757,19,6,0
1593,32366224,6.1,1,1.089541230478799,22,6,1
147196,3142146,8.9,1,2.528298464205154,22,3,1
197922,6584553,10.1,1,3.9949182438426964,16,3,0
105077,10307445,11.5,1,1.6072255037248677,11,2,0
142896,29816962,57.33,5,23.137262512555928,14,5,0
148156,1022251,12.5,1,5.660656823396902,18,6,0
89525,39817527,24.9,1,9.082226303191986,16,1,0
22490,9675495,5.7,1,0.657917463757866,13,3,0
161240,16831679,10.0,1,3.0594995513523946,6,4,0
169560,35014104,6.9,4,2.3031534961953306,23,5,1
170997,12754050,8.1,1,2.6174703346317933,8,4,0
21499,3436414,13.5,1,2.109020614541005,12,1,0
23179,36817104,4.1,1,0.9667950848320567,11,5,0
58131,29294513,9.5,1,2.9618485798673264,15,4,0
187885,33414163,6.5,6,1.8217038686218578,23,6,1
58180,54498735,9.5,1,2.2184534490589463,12,3,0
177644,28759497,6.5,1,1.7398504577195202,13,4,0
125107,38781208,4.5,1,0.9600691072297727,8,3,0
175724,53630209,11.5,1,3.056944185807986,10,3,0
99398,37543765,7.5,1,1.5445518533759965,16,4,0
64807,20973421,32.1,1,9.183252113305658,11,1,0
1678,43865877,5.5,1,1.1040688865826402,21,1,0
77424,1623673,6.5,1,1.3921140733826485,22,3,1
22174,8230970,8.5,1,2.8183238356453133,18,3,0
138218,11255149,5.0,1,0.7077127893911193,22,6,1
48596,27367272,4.1,2,1.2256283875458063,23,2,1
25362,26089792,12.5,1,4.730161186721591,1,3,1
185215,54552978,6.1,1,1.5710550995857882,13,1,0
1084,2457941,6.5,1,0.9233233048753631,13,2,0
196844,43533822,7.3,1,2.174317482350978,8,1,0
189317,5265035,15.0,1,4.928653023470829,18,4,0
76200,26094168,15.5,1,6.560289845805128,19,3,0
147967,31282497,7.7,2,1.525039181870473,12,5,0
113424,44168978,9.0,2,0.6843005331474339,12,2,0
176794,33747544,13.7,2,5.2836896881719735,21,5,0
66302,42199664,3.7,2,1.1932306708105311,13,0,0
176485,26732940,13.5,1,3.550717425764344,9,4,0
1174,29080024,9.7,1,3.062786157129149,1,5,1
157635,53039091,2.9,1,0.3388104305392908,14,3,0
46386,35462134,4.1,2,1.3764510983188702,17,4,0
89911,11410276,3.5,1,0.4367377162668528,17,0,0
116978,46946510,9.7,1,4.097175302060669,9,2,0
70995,28743355,17.7,2,2.812102304167935,19,5,0
138490,11761701,8.9,2,2.5318740078343307,9,1,0
61401,33968286,14.5,1,4.768530617383093,20,4,0
36243,36741468,11.0,1,3.284212067918183,23,1,1
42397,5694052,13.3,1,4.662439236324264,18,2,0
107889,12700841,19.3,1,6.077203710330723,10,2,0
40555,37525192,10.0,1,1.8887849745286522,12,6,0
20451,45883149,6.5,1,1.1797665336513476,7,1,0
199297,45455365,18.1,1,6.373038431172828,0,2,1
52586,32706512,3.7,1,0.6837763908382852,22,1,1
5334,18544250,9.7,1,5.784292655496494,22,0,1
198125,51574571,4.5,1,0.44391618372677905,15,2,0
162945,47404358,10.5,2,2.7779274209440508,12,1,0
67828,25479852,9.0,5,3.3905433133760425,9,5,0
11154,14352039,6.5,4,1.9480468623432114,1,5,1
64282,48046176,45.0,2,21.23346642455225,12,6,0
18785,50287316,12.5,1,2.9084522828246926,22,1,1
12673,35514371,4.5,2,0.40595284536591386,14,3,0
159965,18726268,6.5,2,2.044159237775043,11,5,0
13815,15906992,4.9,1,1.636489391202381,16,5,0
33678,15989590,3.0,1,0.134476793615391,23,1,1
153853,15787358,10.1,1,3.2695847958576394,23,5,1
91562,21332912,6.1,1,1.9233827490531719,21,2,0
53487,39222590,4.9,1,1.2224182971420694,18,1,0
12270,3093591,10.5,5,1.3879496305852503,3,6,1
104611,27248004,6.1,1,1.8607347462080148,19,5,0
30119,34670523,6.0,1,1.5554566923312303,19,5,0
184625,6514816,39.33,1,11.422956044516988,22,1,1
15239,21200211,14.5,2,1.8338075043183513,23,3,1
118386,1465326,14.5,1,4.8811235802223765,3,6,1
84503,46909848,4.9,1,1.169727132989183,12,1,0
113306,51467948,16.0,2,5.136707586382786,18,4,0
42931,1910828,6.0,1,1.9907730304919926,23,2,1
77977,7118419,18.9,1,7.730284978803207,22,3,1
56476,44147013,30.1,1,13.29518202238474,12,5,0
18185,41858234,6.9,1,0.8191881136885323,17,2,0
87876,28977574,6.9,1,1.9723961352642385,1,5,1
66526,2978226,5.5,1,1.0239296598122638,0,5,1
67674,39803293,22.5,1,4.097249354273596,10,2,0
159907,44691459,9.0,1,1.11883224568572,7,1,0
155050,53487865,14.5,1,1.675035041776494,23,5,1
52850,29457533,22.0,1,6.579016232235271,17,0,0
64113,25152744,7.0,1,1.4694741744249966,9,1,0
25401,722071,4.1,1,0.7426752424931381,7,2,0
38348,51777792,4.1,3,0.9199674088782768,15,2,0
84000,25338497,86.0,1,17.72865121742032,11,5,0
69591,24120034,16.5,2,6.495109097555293,22,2,1
99081,44405178,11.0,1,0.9211590540765436,12,1,0
134372,13440294,5.5,1,0.6740913321098349,11,1,0
100526,13060964,4.1,1,0.6944088370024241,19,5,0
36268,40871462,8.0,1,1.0907064963209048,9,2,0
166474,52531152,7.3,1,1.5111034741954594,19,1,0
187728,43942331,17.5,2,6.022706496705053,1,5,1
41059,37222971,4.9,1,1.2753677681444455,16,5,0
52801,2020826,19.0,1,1.8985603430684617,12,2,0
20822,22130645,4.1,1,1.0163899568771548,13,6,0
5777,42317111,8.0,1,1.5690247402648096,18,3,0
62378,47235341,5.7,5,0.6471107176805729,7,1,0
179160,6617258,5.5,1,1.478748519445926,12,6,0
192103,48872381,8.5,1,2.2144723519381433,2,3,1
141866,2035839,6.1,1,1.4992979639963744,11,4,0
73809,35792360,5.5,1,1.9271120943146798,18,1,0
160971,12458517,11.7,1,3.5908157293602865,21,1,0
4288,50237907,4.1,1,0.6759691873617059,12,1,0
81182,49345869,37.3,2,10.080180351241463,11,2,0
89035,23047607,15.7,3,7.864944093096662,10,6,0
81858,48044755,32.83,1,8.057986809115901,15,5,0
199705,54976045,8.1,2,1.3916916943047688,21,5,0
108709,44373687,7.5,1,1.942444731443194,12,3,0
63139,35754389,5.3,1,21.42558093607947,19,3,0
12706,9802088,7.3,1,1.4750326982451039,20,0,0
24059,40494735,7.7,1,1.74026026652957,13,6,0
52460,43593322,4.5,5,1.1626455458126077,0,4,1
9946,10966261,28.0,1,10.960131693121019,2,5,1
101459,39176553,7.0,1,1.4964694369313511,15,2,0
164795,7901729,8.0,1,0.8784424231147024,17,2,0
103256,13456358,6.5,1,1.6447759014837202,16,2,0
184204,24992127,12.9,1,5.954943611959571,19,5,0
2338,43574277,11.0,1,3.8591935052812207,4,1,1
134977,43556992,12.5,1,5.062962133703794,19,2,0
197497,23138565,8.5,3,2.2448844600365203,13,2,0
191682,24682464,8.5,1,2.4457009149503426,14,6,0
94522,30064589,10.1,1,2.769868726340471,14,0,0
100276,25985883,9.5,1,2.6691109349655604,19,6,0
82274,13655634,10.0,1,2.0588269775487458,19,2,0
175718,28574053,6.1,5,1.5978198776065502,15,5,0
86328,8297345,13.0,1,3.488168653675561,2,6,1
80449,45797011,20.9,1,8.911243684960317,14,5,0
84910,22740078,5.5,1,0.6623751127789511,15,3,0
112192,22444672,7.0,1,1.319666525394744,10,2,0
83058,26621592,6.0,1,1.3979240568137365,11,0,0
101424,36618138,3.3,1,0.4558625205689358,8,5,0
122518,18430612,10.1,1,3.0690265369374266,1,5,1
157724,46737345,4.1,3,0.3017281284274724,2,5,1
199522,39976220,8.9,3,4.624704791521541,22,4,1
51460,42025110,9.7,1,2.4242605907414916,18,5,0
13482,32730264,3.7,2,0.943906158700085,14,5,0
112100,32504532,5.5,1,0.6810752809076895,13,3,0
46505,26844697,23.3,2,7.274387014758585,2,6,1
29011,3301313,8.5,1,2.6911446215115262,21,1,0
92749,36680579,6.1,1,1.42341516487972,12,4,0
177062,7544333,3.3,1,0.8647752805044981,9,5,0
121422,51451625,49.15,1,20.751167215586843,16,5,0
18672,9549987,7.7,1,1.3628035754090395,13,2,0
27658,38227807,13.7,1,3.519475880715727,17,5,0
107331,23198340,9.7,1,2.6918832362392333,10,3,0
147780,17119406,9.5,4,2.8242162092879446,23,2,1
3435,3606733,3.7,1,0.7126742756260379,14,3,0
22462,28941732,5.7,1,1.2091062949797295,14,1,0
187244,2861198,5.0,1,0.7458517299655837,20,4,0
79172,6693874,6.5,1,1.9729223945073968,17,6,0
199254,43694763,6.9,1,3.09403417636216,21,5,0
168633,25740832,4.1,1,1.0622360973231513,9,0,0
149566,10001511,5.3,2,0.7614081503767105,13,6,0
73220,49172706,9.7,1,1.3506807149762492,10,1,0
188656,23923373,6.6,2,2.7198075137991577,3,1,1
192127,31957595,11.0,1,1.9337447503048877,22,3,1
133814,7080751,8.1,1,3.0423287009397444,7,4,0
188647,43872798,5.7,1,1.7251994513409383,13,5,0
111553,18698382,9.0,1,1.1887358048800116,16,1,0
25134,10123686,4.0,1,0.6343174228425492,7,4,0
158476,45951014,13.3,1,4.986779548297291,13,1,0
168385,50719995,5.5,1,1.557466450317374,8,1,0
27058,25204047,72.16,2,25.02454497585187,14,5,0
50726,14342344,11.3,1,3.2301755726520534,22,3,1
63733,9848512,13.5,2,3.5972302583638305,22,2,1
128033,3669373,8.5,4,2.66772277941965,16,1,0
51796,24982072,4.5,1,1.4257831112231816,19,6,0
182781,47145993,9.3,1,2.406960804933493,17,2,0
178274,2348101,12.0,1,3.9807592343007534,14,5,0
98382,12843872,8.5,1,2.1476985096762355,12,5,0
112524,2285155,11.7,1,5.832532375795676,22,2,1
92610,41618463,6.0,5,1.0028331160344912,23,3,1
53247,10052048,8.5,1,1.462789237172168,13,1,0
30915,18686553,11.5,1,19.39759350507016,17,0,0
49587,6135571,7.7,1,3.632366184142893,4,6,1
179769,789234,18.0,1,4.187708897922493,17,6,0
131475,43573881,7.0,1,1.5544136317921347,11,5,0
150058,1981588,6.1,4,1.4558703807914337,23,4,1
71181,29177530,4.6,1,0.8619599715821501,1,1,1
4716,16180908,57.33,1,20.93408786990796,15,1,0
176321,9920692,14.1,2,4.219242323957784,18,6,0
148501,24979271,3.7,5,0.8879159094336088,20,1,0
89963,49529043,32.9,2,10.096931442098223,9,4,0
162237,23215713,5.7,3,1.1786764211472158,9,1,0
29640,17586124,9.3,2,2.9098894598928875,23,4,1
117039,21723724,6.9,1,1.9926818038265581,21,5,0
11796,49274736,5.3,1,1.5776111793650092,18,3,0
140479,41977327,18.0,1,6.018335283300791,20,1,0
44917,32536551,3.5,1,0.5056154722519314,14,6,0
127855,54631636,16.5,2,7.174520569198004,20,5,0
17204,26212181,10.5,3,2.25037780426955,14,5,0
96771,31958903,9.3,1,2.761327979506296,21,6,0
63245,17359565,4.5,1,1.2747060369625502,7,0,0
145315,5752467,12.0,2,3.9433261930263983,20,1,0
9416,494470,10.5,1,2.8793244814454586,8,0,0
68781,16303925,7.5,1,1.5022695281086857,15,4,0
107602,4187134,3.3,2,0.6791822356637998,17,4,0
168667,22856042,5.7,2,1.898354969322179,19,6,0
26578,18830321,4.5,1,1.2466618805751064,5,3,1
116751,25723286,7.5,1,1.992659848445471,5,4,1
72132,4304560,30.5,6,9.269685297749586,19,3,0
9830,42645093,21.0,1,6.3136298627249845,11,4,0
21599,24225311,8.1,2,2.9926411365997985,11,5,0
31726,48777750,13.3,1,5.217871376022951,12,1,0
152880,41493245,4.1,2,1.0350469455475164,15,0,0
118471,52688595,9.0,1,3.09779045134665,6,4,0
70629,44531955,6.1,2,1.461024694578613,18,4,0
46191,202240,9.0,2,1.9101685278774023,18,0,0
3160,32655664,5.3,1,1.3720236216187083,8,5,0
151498,34266472,6.1,1,1.6127296906133985,10,0,0
74310,36586138,6.0,2,1.3305648591213861,15,6,0
29186,29313747,7.3,1,2.1680600656593665,7,1,0
191634,6736276,29.47,1,8.337751288206123,16,3,0
119907,29572770,7.0,1,1.2438884035085185,11,3,0
60448,15962390,5.7,2,1.0758470305007322,8,1,0
152410,4556887,6.0,5,0.8379274689027505,3,3,1
157385,49953489,6.1,1,1.708031420098192,23,0,1
68288,20397912,13.7,1,3.2698018557636885,18,4,0
96069,19207435,18.0,1,2.4590051092305036,11,0,0
49739,45084827,6.5,1,1.8613978185776765,1,5,1
33146,51006514,7.7,1,2.5310231099219545,19,4,0
105740,30829241,10.1,1,3.4970533539049025,11,2,0
151552,8064965,13.0,2,5.798328094812446,7,0,0
187148,43156015,14.5,1,5.98911124451264,2,5,1
123982,26106250,57.33,2,21.135137481743,13,3,0
136816,52937505,6.0,1,1.4508418163729895,22,3,1
137828,32107533,6.0,1,1.14417133370763,10,6,0
66381,25651001,5.3,1,1.113643614980542,17,6,0
103427,29617618,19.3,1,8.588926846469976,12,6,0
98647,16685618,11.7,1,4.381554824446995,7,2,0
132463,30942866,14.0,1,4.2019124149805345,15,5,0
158172,46152791,10.1,1,3.388780848843719,11,3,0
199444,52251744,7.5,1,1.1619087423554963,21,2,0
79670,23089981,12.9,1,5.3108452986236285,22,3,1
138637,51576484,19.5,1,3.6275897033056235,13,4,0
109952,24666329,5.0,1,0.7361711558800004,19,0,0
64288,13703053,13.0,1,1.9323437133777999,11,3,0
123147,27218045,5.7,1,1.1352126442409884,12,4,0
182099,45740333,11.0,1,4.486475104897583,4,0,1
29087,25607471,4.5,1,1.2698034526063442,14,1,0
26054,11142851,4.1,5,1.0143523702282222,2,4,1
14573,48350077,6.9,1,1.9584232561895736,10,3,0
38732,42257590,17.7,1,6.625619958134681,8,4,0
193701,34400653,8.1,2,2.846414457555783,13,4,0
186890,6052669,4.9,2,1.8270409496018134,22,3,1
135076,39449891,10.0,3,1.0341887203250335,19,5,0
175091,299910,4.5,5,1.0375211596084326,9,6,0
71494,14501709,8.7,1,1.8821992495805502,19,2,0
18212,16841233,9.3,1,3.591930013569642,7,3,0
58361,5810734,17.5,2,5.106971800376869,9,2,0
61867,18881293,8.5,3,1.6859485942565517,9,2,0
39644,44763425,9.5,1,2.8138938656241175,21,2,0
150932,4087839,13.3,1,5.952967339700287,22,6,1
138535,3597958,8.0,1,1.6002137862732375,23,4,1
36639,41734857,8.5,1,2.2293212777402323,0,5,1
74715,48868256,21.5,5,7.758775594997598,9,4,0
150470,30250738,11.7,1,4.145717391384607,1,5,1
7435,30622783,6.1,1,1.21421181251413,13,3,0
49961,27286315,10.0,3,2.4742742997219396,16,5,0
87655,1989873,4.5,1,1.0203697015170143,11,6,0
35187,37385060,4.5,2,0.8557602262233449,10,1,0
39038,6593937,15.0,1,3.159787985812491,8,1,0
60095,1005094,14.5,1,6.560545533410839,19,0,0
161776,31938778,8.5,2,1.6749680939380114,16,6,0
87346,50089642,5.3,2,1.3832026855201158,0,5,1
127150,35919538,5.3,1,0.4176429384428702,17,6,0
68603,54019494,4.9,5,1.0066394215211116,21,2,0
186238,3898392,10.5,1,2.579290684518572,21,0,0
195664,5570318,57.33,3,20.305582992129654,15,2,0
34364,44579904,16.0,2,4.454425710377545,11,3,0
57473,25771232,12.5,1,4.945701865514704,12,1,0
37901,5715931,5.3,5,2.0794915859314242,19,4,0
109611,6803202,10.5,6,3.066384990650374,19,1,0
163277,11355248,3.7,1,0.4337991773605746,18,0,0
173362,51325811,24.1,2,11.03837758363549,22,5,1
171338,35970364,7.7,2,1.5470027068502694,16,1,0
185020,22951667,13.7,1,5.534612238200532,15,1,0
67711,25260081,3.0,1,0.4935096164742639,12,0,0
147378,10283442,7.7,3,2.679758914789019,18,1,0
59619,4829627,8.1,1,2.1991820338841976,22,2,1
140098,23008041,16.5,1,6.515624406460329,10,1,0
38213,215549,9.0,1,3.6489795790387927,22,4,1
100099,34788995,5.7,1,1.6606369395914335,11,0,0
169879,19431568,8.9,3,3.2060217247565506,22,5,1
76544,50811648,12.5,1,3.518598290260795,14,4,0
83391,5891532,8.0,1,2.2571368848578146,10,6,0
13932,47292829,15.5,1,4.716216735083123,14,0,0
88928,32596852,6.9,5,2.0600097037847207,18,4,0
91527,25469863,14.0,2,4.538072128245113,22,0,1
100067,25518983,13.7,1,6.710988486134306,7,1,0
165074,807717,12.9,1,3.0472499654722425,18,2,0
19058,2263823,4.5,5,0.4816302161339165,20,2,0
117917,41348923,8.1,1,1.5601981378054897,23,0,1
76350,42638429,12.5,1,2.3069293266065047,11,0,0
34301,39631913,6.0,1,1.7638794843542913,19,6,0
59029,43788753,49.15,4,19.786435900689554,20,5,0
17897,55246142,12.9,1,4.958846500927675,18,5,0
27727,44476770,49.8,2,20.8690542540595,17,3,0
109078,21719892,10.5,1,2.438608610751917,21,3,0
128136,16196587,10.1,3,4.371987774213416,18,1,0
116626,5640446,17.0,2,3.319095221678626,12,4,0
16640,14617037,7.3,1,2.3013812931802233,18,5,0
168172,9037962,6.9,1,1.2333562461094465,9,0,0
79616,32084361,24.5,1,12.465969761480103,8,6,0
128919,9019201,5.7,1,1.7258422956930335,7,1,0
183252,39046429,8.9,1,3.6516407990574313,7,4,0
76212,19245568,12.0,5,1.9507053343695742,22,1,1
151316,27056224,8.5,2,2.32094475026197,22,6,1
117769,23859094,7.0,2,2.4473456511269824,17,5,0
9953,7096983,12.5,1,4.500492461143223,5,5,1
71191,39315251,9.5,2,1.8854551153979946,10,0,0
62895,3253465,9.3,1,3.2135933640466727,22,1,1
164510,48465536,11.3,1,0.6672621059686805,15,2,0
93031,22818959,5.0,1,0.8481871730453225,22,6,1
48607,37256724,19.5,1,4.244331924304973,18,1,0
25631,31596111,34.8,1,8.826380302967832,15,1,0
97766,30789405,3.5,1,0.6107246734183194,8,0,0
191912,17423716,7.3,1,2.428756669523387,11,5,0
196472,29991133,55.8,5,12.017058107490326,14,4,0
59284,24320324,8.1,1,2.6083470826441473,18,6,0
15130,5357273,2.9,1,0.17676727527955147,13,6,0
106702,33476862,11.0,3,2.4984658393837886,19,4,0
156477,19422278,4.1,1,0.8923308665922136,22,4,1
189005,27711691,22.0,1,9.22721256850376,18,1,0
56238,43200435,6.5,1,1.653675293982159,16,3,0
56622,27469305,10.5,2,3.4780663807676366,10,6,0
179131,19967012,9.3,1,3.9037690766345388,22,4,1
181740,24300344,8.9,1,3.485743361560771,14,1,0
117794,53714719,18.1,3,8.012788562107932,3,6,1
50780,7515095,14.0,1,4.671215853327149,22,6,1
189409,24038325,5.7,1,1.8850154084871757,17,5,0
109258,31764504,6.0,1,1.2061566764935614,21,4,0
15393,40671077,4.6,1,0.6676771497334523,20,1,0
45313,53571845,15.7,1,3.0192392784642585,11,4,0
181867,33849670,4.1,2,0.623359434130462,20,0,0
4018,20338326,7.7,2,2.32812892637275,21,0,0
103557,48898769,4.5,1,1.1116443638173852,1,6,1
42175,48409512,9.0,1,3.334384714080881,6,4,0
190468,48389224,8.0,1,2.1894960535003767,10,1,0
80748,39238070,8.1,1,2.687479980069331,10,3,0
193822,47717678,8.5,1,1.4858347459509078,9,2,0
38225,9878866,11.7,2,3.478797880431214,21,4,0
27588,50382904,6.0,2,0.717786363383435,15,5,0
134639,54462816,7.7,1,1.0416073987389312,8,2,0
104682,12924006,7.5,1,2.1276319671964843,12,5,0
105433,18293921,6.9,1,0.9583199167192614,15,1,0
128592,8649993,4.1,1,1.2944321444629077,11,4,0
135209,2272253,5.7,1,1.1066054596673611,14,1,0
162783,47887184,12.5,2,3.034972219607248,18,6,0
123641,29163124,11.5,2,5.125213920734218,1,5,1
38651,16438829,10.0,1,1.7425927034517612,11,1,0
5868,43443929,6.5,1,1.40411732123779,9,4,0
34311,49495602,7.7,2,0.7175003483366114,13,4,0
103086,17836704,14.1,2,4.493956801066328,13,5,0
140121,9154483,4.9,1,0.5066567054751162,10,5,0
125967,42907392,10.5,1,2.311627130838714,12,3,0
73527,19874169,12.5,3,5.293785192516642,21,4,0
7710,16780754,8.1,1,2.2740133274769914,10,5,0
60242,48136335,15.7,1,7.560725682770693,11,6,0
113844,23987372,22.9,3,8.344746284446474,20,0,0
10409,50765476,10.5,1,1.383490799863046,12,5,0
103498,37718532,12.0,1,3.208429680880289,10,6,0
12283,41501705,19.3,1,1.5553535321294476,11,2,0
65659,37211040,7.7,1,2.069793449145994,5,4,1
128808,39670112,27.87,1,9.63452511782461,10,3,0
87878,7277627,13.5,1,5.0251713530980995,19,2,0
166958,26780162,5.0,1,1.08883965820184,12,2,0
145335,23896585,6.0,1,1.1123542869206329,16,0,0
128922,46477105,8.5,1,0.670161950084223,16,2,0
190361,16971312,49.8,1,15.752549170779938,9,2,0
129230,2736790,5.7,1,0.7809621660327825,13,3,0
78254,4859844,8.0,1,1.6281006238439901,18,6,0
195025,2048124,11.0,1,3.525388792340379,18,1,0
45250,35503878,8.5,2,1.8309550554468756,21,4,0
98121,33776156,5.0,2,0.6611492285520003,16,0,0
81251,51011347,11.7,3,4.787259853082171,11,1,0
150261,8042160,5.3,4,1.5544804320373686,21,2,0
42692,13513497,4.1,1,0.5993381883547162,10,2,0
12965,28146475,5.7,1,0.7259827622972034,13,2,0
33676,40694627,9.3,5,2.9822770362248283,18,5,0
195615,40622959,8.9,4,3.3090641543030306,16,4,0
195244,22045130,15.5,1,6.262180570827835,21,4,0
121616,6656294,7.4,2,1.1764832446651672,0,6,1
53131,1718304,5.5,2,1.5628967124325592,13,6,0
129889,52602978,6.1,1,1.3532850555740934,4,4,1
14274,14902778,9.7,5,3.1336032774210807,22,5,1
176905,48200407,12.0,4,4.512876543465019,0,4,1
66385,46798239,14.5,1,2.1570567776887786,15,5,0
103630,38236273,5.7,5,1.335317979268265,13,3,0
69114,7740805,4.5,2,1.0722657045559927,21,4,0
94704,20894804,22.6,1,7.845609386882031,20,5,0
80313,26806295,6.1,1,0.5506268685521881,18,3,0
184012,26869129,4.9,1,0.7879069940227471,11,0,0
24103,13756456,30.9,1,7.399770106532791,12,2,0
139829,32478082,57.33,1,19.563658936896072,10,0,0
44186,23941695,8.5,1,1.9627475457990737,16,5,0
84043,14752407,31.7,5,9.787925700524793,16,2,0
42946,6012932,12.9,5,5.437537148941072,20,0,0
195785,55315676,13.5,1,2.95303213033179,9,1,0
124053,53321177,18.0,1,7.056173264616331,21,1,0
48455,22810462,25.3,1,14.581618196653556,3,2,1
69226,31749543,6.0,4,1.8721343393625292,13,5,0
17207,2165340,8.9,5,1.772095340144124,12,0,0
71989,50547175,9.5,1,2.3535239385979643,15,4,0
71957,49843391,14.0,1,3.8196728929901185,13,4,0
166783,24227072,21.5,1,7.533478579489089,8,3,0
182152,10801701,19.0,5,6.121045210836943,11,6,0
184260,28270041,4.9,1,0.8153533820227047,16,0,0
29719,14103948,8.5,1,2.192230194770868,20,4,0
51503,33107340,5.3,1,1.8145483460422518,11,6,0
59413,5840918,7.7,1,2.5023458750199414,18,3,0
187390,25798509,6.1,2,2.933179842171473,23,0,1
107825,36480690,6.1,1,0.6257395491149133,12,3,0
143587,1260019,38.0,1,10.140300374512769,18,4,0
122863,42517048,91.75,5,18.058719988358256,17,6,0
148321,27491122,11.3,1,2.727070202268337,18,2,0
29646,43449259,19.3,1,7.999446972932521,14,5,0
5694,48791812,13.0,1,5.198835049063602,18,1,0
78150,24223899,15.7,5,5.019585337594422,21,5,0
131359,9666982,30.0,5,9.055551190869142,11,0,0
85878,34805631,7.3,4,2.816074025469672,16,4,0
151079,15135460,9.3,1,2.0828299845653464,14,4,0
12295,26084051,16.0,1,5.4939300985114015,11,6,0
93667,38512775,7.0,3,0.9766377828981601,20,3,0
92255,881478,14.1,1,2.7897599809492144,9,0,0
167991,24746930,12.1,1,5.018168020160061,13,2,0
8481,14235492,4.1,1,0.7692961290455154,23,4,1
148695,29320807,5.3,1,1.5291705902793957,9,6,0
8147,43028456,5.5,1,1.0835150777921299,11,3,0
158291,52421028,7.5,1,1.4332990394244243,20,1,0
86490,7573780,10.9,1,4.5638186563008585,2,6,1
36826,30736892,8.0,1,1.3922911755774339,11,1,0
145536,11624713,6.5,1,0.622736753201149,12,3,0
144958,14094233,27.3,2,14.668687323465507,2,4,1
37492,5871494,5.5,1,1.1015809697734686,10,1,0
81401,54969081,11.0,1,2.022562950253427,14,1,0
166543,17960911,7.3,5,2.099369637055661,19,3,0
54898,53612094,5.3,1,1.8735117440969014,20,5,0
118958,54938866,8.1,2,3.0146302690069917,16,5,0
34862,40402425,10.9,3,2.91343313535421,0,5,1
67875,24326034,3.7,1,0.6623087760877165,9,0,0
44730,22847185,6.5,1,1.4804057883395636,21,0,0
